Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Jared Jeffries,2003,2013,F,6-11,230,"November 25, 1981",Indiana University,/players/j/jeffrja01.html,False,False
Charles Jenkins,2012,2013,G,6-3,220,"February 28, 1989",Hofstra University,/players/j/jenkich01.html,False,False
Horace Jenkins,2005,2005,G,6-1,180,"October 14, 1974",William Paterson University,/players/j/jenkiho01.html,False,False
John Jenkins,2013,2017,G,6-4,215,"March 6, 1991",Vanderbilt University,/players/j/jenkijo01.html,True,False
Brandon Jennings,2010,2018,G,6-1,170,"September 23, 1989",,/players/j/jennibr01.html,True,False
Keith Jennings,1993,1995,G,5-7,160,"November 2, 1968",East Tennessee State University,/players/j/jennike01.html,False,False
Chris Jent,1994,1997,F,6-7,220,"January 11, 1970",Ohio State University,/players/j/jentch01.html,False,False
Les Jepsen,1991,1992,C,7-0,237,"June 24, 1967",University of Iowa,/players/j/jepsele01.html,False,False
Jonas Jerebko,2010,2018,F,6-10,231,"March 2, 1987",,/players/j/jerebjo01.html,True,False
Grant Jerrett,2015,2015,F,6-10,235,"July 8, 1993",University of Arizona,/players/j/jerregr01.html,False,False
Eugene Jeter,2011,2011,G,5-11,175,"December 2, 1983",University of Portland,/players/j/jetereu01.html,False,False
Hal Jeter,1970,1970,G,6-3,190,"May 17, 1945",Drake University,/players/j/jeterha01.html,False,False
Yi Jianlian,2008,2012,F,7-0,240,"October 27, 1987",,/players/j/jianlyi01.html,False,False
Britton Johnsen,2004,2005,F,6-10,210,"July 8, 1979",University of Utah,/players/j/johnsbr01.html,False,False
Alexander Johnson,2007,2008,F,6-9,240,"February 8, 1983",Florida State University,/players/j/johnsal01.html,False,False
Amir Johnson,2006,2018,F-C,6-9,240,"May 1, 1987",,/players/j/johnsam01.html,True,False
Andy Johnson,1959,1962,F-G,6-5,215,"November 8, 1932",University of Portland,/players/j/johnsan01.html,False,False
Anthony Johnson,1998,2010,G,6-3,190,"October 2, 1974",College of Charleston,/players/j/johnsan02.html,False,False
Armon Johnson,2011,2012,G,6-3,195,"February 23, 1989","University of Nevada, Reno",/players/j/johnsar02.html,False,False
Arnie Johnson,1949,1953,F-C,6-5,236,"May 16, 1920",Bemidji State University,/players/j/johnsar01.html,False,False
Avery Johnson,1989,2004,G,5-10,175,"March 25, 1965","Cameron University, Southern University and A&M College",/players/j/johnsav01.html,False,False
Brice Johnson,2017,2018,F,6-10,230,"June 27, 1994",University of North Carolina,/players/j/johnsbr02.html,True,False
Buck Johnson,1987,1993,F,6-7,190,"January 3, 1964",University of Alabama,/players/j/johnsbu01.html,False,False
Carldell Johnson,2012,2012,G,5-10,180,"January 28, 1983",University of Alabama at Birmingham,/players/j/johnsca01.html,False,False
Charles Johnson,1973,1979,G,6-0,170,"March 31, 1949",University of California,/players/j/johnsch01.html,False,False
Cheese Johnson,1980,1980,F-G,6-6,195,"September 7, 1957",Wichita State University,/players/j/johnsch02.html,False,False
Chris Johnson,2011,2013,C,6-11,210,"July 15, 1985",Louisiana State University,/players/j/johnsch03.html,False,False
Chris Johnson,2013,2016,F-G,6-6,206,"April 29, 1990",University of Dayton,/players/j/johnsch04.html,False,False
Clay Johnson,1982,1984,G,6-4,175,"July 18, 1956",University of Missouri,/players/j/johnscl02.html,False,False
Clemon Johnson,1979,1988,C-F,6-10,240,"September 12, 1956",Florida Agricultural and Mechanical University,/players/j/johnscl01.html,False,False
Dakari Johnson,2018,2018,C,7-0,255,"September 22, 1995",University of Kentucky,/players/j/johnsda04.html,True,False
Darryl Johnson,1996,1996,G,6-1,170,"October 26, 1965",Michigan State University,/players/j/johnsda02.html,False,False
Dave Johnson,1993,1994,G-F,6-7,210,"November 16, 1970",Syracuse University,/players/j/johnsda01.html,False,False
DeMarco Johnson,2000,2000,F,6-9,245,"October 6, 1975",University of North Carolina at Charlotte,/players/j/johnsde02.html,False,False
Dennis Johnson*,1977,1990,G,6-4,185,"September 18, 1954",Pepperdine University,/players/j/johnsde01.html,False,True
DerMarr Johnson,2001,2008,F,6-9,201,"May 5, 1980",University of Cincinnati,/players/j/johnsde03.html,False,False
Ed Johnson,1969,1971,C,6-8,205,"June 17, 1944",Tennessee State University,/players/j/johnsed01.html,False,False
Eddie Johnson,1978,1987,G,6-2,180,"February 24, 1955",Auburn University,/players/j/johnsed02.html,False,False
Eddie Johnson,1982,1999,F-G,6-7,215,"May 1, 1959",University of Illinois at Urbana-Champaign,/players/j/johnsed03.html,False,False
Eric Johnson,1990,1990,G,6-2,205,"February 7, 1966","Baylor University, University of Nebraska",/players/j/johnser01.html,False,False
Ervin Johnson,1994,2006,C,6-11,245,"December 21, 1967",University of New Orleans,/players/j/johnser02.html,False,False
Frank Johnson,1982,1994,G,6-1,185,"November 23, 1958",Wake Forest University,/players/j/johnsfr01.html,False,False
George Johnson,1971,1974,C,6-11,245,"June 19, 1947",Stephen F. Austin State University,/players/j/johnsge01.html,False,False
George Johnson,1973,1986,C-F,6-11,205,"December 18, 1948",Dillard University,/players/j/johnsge02.html,False,False
George Johnson,1979,1986,F-C,6-7,210,"December 8, 1956",St. John's University,/players/j/johnsge03.html,False,False
Gus Johnson*,1964,1973,F-C,6-6,230,"December 13, 1938",University of Idaho,/players/j/johnsgu01.html,False,True
Harold Johnson,1947,1947,C,6-6,240,"January 30, 1920",Indiana State University,/players/j/johnsha01.html,False,False
Ivan Johnson,2012,2013,F,6-8,230,"April 10, 1984","University of Oregon, California State University, San Bernardino",/players/j/johnsiv01.html,False,False
JaJuan Johnson,2012,2012,F,6-10,221,"February 8, 1989",Purdue University,/players/j/johnsja02.html,False,False
James Johnson,2010,2018,F,6-9,250,"February 20, 1987",Wake Forest University,/players/j/johnsja01.html,True,False
Joe Johnson,2002,2018,G-F,6-7,240,"June 29, 1981",University of Arkansas,/players/j/johnsjo02.html,True,False
John Johnson,1971,1982,F,6-7,200,"October 18, 1947",University of Iowa,/players/j/johnsjo01.html,False,False
Kannard Johnson,1988,1988,F,6-9,220,"June 24, 1965",Western Kentucky University,/players/j/johnska01.html,False,False
Ken Johnson,1986,1986,F,6-8,240,"November 7, 1962","University of Southern California, Michigan State University",/players/j/johnske01.html,False,False
Ken Johnson,2003,2003,F-C,6-11,240,"February 1, 1978",Ohio State University,/players/j/johnske03.html,False,False
Kevin Johnson,1988,2000,G,6-1,180,"March 4, 1966",University of California,/players/j/johnske02.html,False,False
Larry Johnson,1978,1978,G,6-3,205,"November 28, 1954",University of Kentucky,/players/j/johnsla01.html,False,False
Larry Johnson,1992,2001,F,6-6,250,"March 14, 1969","University of Nevada, Las Vegas",/players/j/johnsla02.html,False,False
Lee Johnson,1981,1981,F,6-11,205,"June 16, 1957","University of Montana, East Texas State University",/players/j/johnsle01.html,False,False
Linton Johnson,2004,2009,F,6-8,205,"June 13, 1980",Tulane University,/players/j/johnsli01.html,False,False
Magic Johnson*,1980,1996,G-F,6-9,215,"August 14, 1959",Michigan State University,/players/j/johnsma02.html,False,True
Marques Johnson,1978,1990,F-G,6-7,218,"February 8, 1956","University of California, Los Angeles",/players/j/johnsma01.html,False,False
Mickey Johnson,1975,1986,F,6-10,190,"August 31, 1952",Aurora University,/players/j/johnsmi01.html,False,False
Neil Johnson,1967,1973,F-C,6-7,220,"April 17, 1943",Creighton University,/players/j/johnsne02.html,False,False
Nick Johnson,2015,2015,G,6-3,202,"December 22, 1992",University of Arizona,/players/j/johnsni01.html,False,False
Ollie Johnson,1973,1982,F,6-6,200,"May 11, 1949",Temple University,/players/j/johnsol01.html,False,False
Omari Johnson,2018,2018,F,6-9,220,"November 26, 1989",Oregon State University,/players/j/johnsom01.html,True,False
Orlando Johnson,2013,2016,G,6-5,220,"March 11, 1989","Loyola Marymount University, University of California, Santa Barbara",/players/j/johnsor01.html,False,False
Ralph Johnson,1950,1953,G,5-11,170,"December 6, 1921",Huntington University,/players/j/johnsra01.html,False,False
Reggie Johnson,1981,1984,F-C,6-9,205,"June 25, 1957",University of Tennessee,/players/j/johnsre01.html,False,False
Rich Johnson,1969,1971,C,6-7,210,"December 18, 1946",Grambling State University,/players/j/johnsri01.html,False,False
Ron Johnson,1961,1961,F,6-8,215,"July 20, 1938",University of Minnesota,/players/j/johnsro01.html,False,False
Stanley Johnson,2016,2018,F,6-7,245,"May 29, 1996",University of Arizona,/players/j/johnsst04.html,True,False
Steffond Johnson,1987,1987,F,6-8,240,"November 4, 1962","Louisiana State University, San Diego State University",/players/j/johnsst02.html,False,False
Steve Johnson,1982,1991,C-F,6-10,235,"November 3, 1957",Oregon State University,/players/j/johnsst03.html,False,False
Stew Johnson,1968,1976,F-C,6-8,220,"August 19, 1944",Murray State University,/players/j/johnsst01.html,False,False
Trey Johnson,2009,2012,G,6-5,218,"August 30, 1984","Alcorn State University, Jackson State University",/players/j/johnstr01.html,False,False
Tyler Johnson,2015,2018,G,6-4,186,"May 7, 1992","California State University, Fresno",/players/j/johnsty01.html,True,False
Vinnie Johnson,1980,1992,G,6-2,200,"September 1, 1956",Baylor University,/players/j/johnsvi01.html,False,False
Wesley Johnson,2011,2018,F-G,6-7,215,"July 11, 1987","Iowa State University, Syracuse University",/players/j/johnswe01.html,True,False
Darius Johnson-Odom,2013,2014,G,6-2,215,"September 28, 1989",Marquette University,/players/j/johnsda03.html,False,False
Nate Johnston,1990,1990,F,6-8,210,"December 18, 1966",University of Tampa,/players/j/johnsna01.html,False,False
Neil Johnston*,1952,1959,C,6-8,210,"February 4, 1929",Ohio State University,/players/j/johnsne01.html,False,True
Jim Johnstone,1983,1983,C-F,6-11,245,"September 20, 1960",Wake Forest University,/players/j/johnsji01.html,False,False
Nikola Jokic,2016,2018,C-F,6-10,250,"February 19, 1995",,/players/j/jokicni01.html,True,False
Howie Jolliff,1961,1963,F-C,6-7,218,"July 20, 1938",Ohio University,/players/j/jolifho01.html,False,False
Alvin Jones,2002,2002,C,6-11,265,"September 9, 1978",Georgia Institute of Technology,/players/j/jonesal01.html,False,False
Anthony Jones,1987,1990,G-F,6-6,195,"September 13, 1962","Georgetown University, University of Nevada, Las Vegas",/players/j/jonesan01.html,False,False
Askia Jones,1995,1995,G,6-5,200,"December 3, 1971",Kansas State University,/players/j/jonesas01.html,False,False
Bill Jones,1989,1989,F,6-7,175,"March 18, 1966",University of Iowa,/players/j/jonesbi01.html,False,False
Bobby Jones,1975,1986,F,6-9,210,"December 18, 1951",University of North Carolina,/players/j/jonesbo01.html,False,False
Bobby Jones,2007,2008,F,6-7,215,"January 9, 1984",University of Washington,/players/j/jonesbo02.html,False,False
Caldwell Jones,1974,1990,C-F,6-11,217,"August 4, 1950",Albany State University,/players/j/jonesca01.html,False,False
Charles Jones,1984,1998,F-C,6-9,215,"April 3, 1957",Albany State University,/players/j/jonesch01.html,False,False
Charles Jones,1985,1989,F,6-8,215,"January 12, 1962",University of Louisville,/players/j/jonesch02.html,False,False
Charles Jones,1999,2000,G,6-3,180,"July 17, 1975","Rutgers University, Long Island University",/players/j/jonesch03.html,False,False
Collis Jones,1972,1975,F,6-7,203,"July 3, 1949",University of Notre Dame,/players/j/jonesco01.html,False,False
Dahntay Jones,2004,2017,G-F,6-6,225,"December 27, 1980","Rutgers University, Duke University",/players/j/jonesda02.html,False,False
Damian Jones,2017,2018,F-C,7-0,245,"June 30, 1995",Vanderbilt University,/players/j/jonesda03.html,True,False
Damon Jones,1999,2009,G,6-3,185,"August 25, 1976",University of Houston,/players/j/jonesda01.html,False,False
DeQuan Jones,2013,2013,F,6-8,221,"June 20, 1990",University of Miami,/players/j/jonesde01.html,True,False
Derrick Jones,2017,2018,F,6-7,190,"February 15, 1997","University of Nevada, Las Vegas",/players/j/jonesde02.html,True,False
Dominique Jones,2011,2013,G,6-4,215,"October 15, 1988",University of South Florida,/players/j/jonesdo02.html,False,False
Dontae' Jones,1998,1998,F,6-8,220,"June 2, 1975","Northeast Mississippi Community College, Mississippi State University",/players/j/jonesdo01.html,False,False
Dwayne Jones,2006,2010,F-C,6-11,250,"June 9, 1983",Saint Joseph's University,/players/j/jonesdw02.html,False,False
Dwight Jones,1974,1983,F-C,6-10,210,"February 27, 1952",University of Houston,/players/j/jonesdw01.html,False,False
Earl Jones,1985,1986,C,7-0,210,"January 13, 1961",University of the District of Columbia,/players/j/jonesea01.html,False,False
Eddie Jones,1995,2008,G-F,6-6,190,"October 20, 1971",Temple University,/players/j/jonesed02.html,False,False
Edgar Jones,1981,1986,F-C,6-10,225,"June 17, 1956","University of Nevada, Reno",/players/j/jonesed01.html,False,False
Fred Jones,2003,2009,G-F,6-4,210,"March 11, 1979",University of Oregon,/players/j/jonesfr01.html,False,False
Hutch Jones,1983,1984,F,6-8,190,"September 1, 1959","State University of New York College at Buffalo, Vanderbilt University",/players/j/joneshu01.html,False,False
Jake Jones,1972,1972,G,6-3,180,"May 9, 1949",Assumption College,/players/j/jonesja01.html,False,False
Jalen Jones,2018,2018,G,6-7,223,"May 27, 1993",Texas A&M University,/players/j/jonesja04.html,True,False
James Jones,2004,2017,F-G,6-8,218,"October 4, 1980",University of Miami,/players/j/jonesja02.html,False,False
Jimmy Jones,1968,1977,G,6-4,188,"January 1, 1945",Grambling State University,/players/j/jonesji01.html,False,False
Johnny Jones,1968,1969,F,6-7,205,"March 12, 1943","California State University, Los Angeles",/players/j/jonesjo01.html,False,False
Jumaine Jones,2000,2007,F,6-8,218,"February 10, 1979",University of Georgia,/players/j/jonesju01.html,False,False
K.C. Jones*,1959,1967,G,6-1,200,"May 25, 1932",University of San Francisco,/players/j/joneskc01.html,False,True
Kevin Jones,2013,2013,F,6-8,251,"August 25, 1989",West Virginia University,/players/j/joneske01.html,False,False
Larry Jones,1965,1974,G-F,6-2,180,"September 22, 1942",University of Toledo,/players/j/jonesla01.html,False,False
Major Jones,1980,1985,F,6-9,225,"July 9, 1953",Albany State University,/players/j/jonesma01.html,False,False
Mark Jones,1984,1984,G,6-1,175,"April 10, 1961",St. Bonaventure University,/players/j/jonesma02.html,False,False
Mark Jones,2005,2005,G,6-6,215,"May 25, 1975","University of Minnesota, University of Central Florida",/players/j/jonesma03.html,False,False
Nick Jones,1968,1973,G,6-2,190,"March 28, 1945",University of Oregon,/players/j/jonesni01.html,False,False
Ozell Jones,1985,1986,C-F,6-11,235,"November 20, 1960","Wichita State University, California State University, Fullerton",/players/j/jonesoz01.html,False,False
Perry Jones,2013,2015,F,6-11,235,"September 24, 1991",Baylor University,/players/j/jonespe01.html,True,False
Popeye Jones,1994,2004,F,6-8,250,"June 17, 1970",Murray State University,/players/j/jonespo01.html,False,False
Rich Jones,1970,1977,F-C,6-6,220,"December 27, 1946",University of Memphis,/players/j/jonesri01.html,False,False
Robin Jones,1977,1978,F-C,6-9,225,"February 2, 1954",Saint Louis University,/players/j/jonesro01.html,False,False
Sam Jones*,1958,1969,G-F,6-4,198,"June 24, 1933",North Carolina Central University,/players/j/jonessa01.html,False,True
Shelton Jones,1989,1989,F,6-9,210,"April 6, 1966",St. John's University,/players/j/jonessh01.html,False,False
Solomon Jones,2007,2014,F,6-10,230,"July 16, 1984",University of South Florida,/players/j/jonesso01.html,False,False
Steve Jones,1968,1976,G-F,6-5,205,"October 17, 1942",University of Oregon,/players/j/jonesst01.html,False,False
Terrence Jones,2013,2017,F,6-9,252,"January 9, 1992",University of Kentucky,/players/j/joneste01.html,True,False
Tyus Jones,2016,2018,G,6-2,195,"May 10, 1996",Duke University,/players/j/jonesty01.html,True,False
Wah Wah Jones,1950,1952,F,6-4,225,"July 14, 1926",University of Kentucky,/players/j/joneswa01.html,False,False
Wali Jones,1965,1976,G,6-2,180,"February 14, 1942",Villanova University,/players/j/joneswa02.html,False,False
Wil Jones,1970,1978,F,6-8,205,"February 27, 1947",Albany State University,/players/j/joneswi02.html,False,False
Willie Jones,1961,1965,G,6-3,185,"June 29, 1936",Northwestern University,/players/j/joneswi01.html,False,False
Adonis Jordan,1994,1999,G,5-11,170,"August 21, 1970",University of Kansas,/players/j/jordaad01.html,False,False
Charles Jordan,1976,1976,F,6-8,220,"January 31, 1954",Canisius College,/players/j/jordach01.html,False,False
DeAndre Jordan,2009,2018,C,6-11,265,"July 21, 1988",Texas A&M University,/players/j/jordade01.html,True,False
Eddie Jordan,1978,1984,G,6-1,170,"January 29, 1955",Rutgers University,/players/j/jordaed01.html,False,False
Jerome Jordan,2012,2015,C,7-0,253,"September 29, 1986",University of Tulsa,/players/j/jordaje01.html,False,False
Michael Jordan*,1985,2003,G-F,6-6,195,"February 17, 1963",University of North Carolina,/players/j/jordami01.html,False,True
Reggie Jordan,1994,2000,G,6-4,195,"January 26, 1968",New Mexico State University,/players/j/jordare01.html,False,False
Thomas Jordan,1993,1993,F-C,6-10,220,"May 23, 1968",Oklahoma State University,/players/j/jordath01.html,False,False
Walter Jordan,1981,1981,F,6-7,198,"February 19, 1956",Purdue University,/players/j/jordawa01.html,False,False
Phil Jordon,1957,1963,C-F,6-10,205,"September 12, 1933",Whitworth,/players/j/jordoph01.html,False,False
Johnny Jorgensen,1948,1949,G-F,6-2,185,"December 28, 1921",DePaul University,/players/j/jorgejo01.html,False,False
Noble Jorgensen,1947,1953,C,6-9,228,"May 18, 1925",University of Iowa,/players/j/jorgeno01.html,False,False
Roger Jorgensen,1947,1947,C-F,6-5,200,"September 2, 1920",Ohio State University,/players/j/jorgero01.html,False,False
Cory Joseph,2012,2018,G,6-3,193,"August 20, 1991",University of Texas at Austin,/players/j/josepco01.html,True,False
Garth Joseph,2001,2001,C,7-2,315,"August 8, 1973",College of Saint Rose,/players/j/josepga01.html,False,False
Kris Joseph,2013,2013,F,6-7,210,"December 17, 1988",Syracuse University,/players/j/josepkr01.html,False,False
Yvon Joseph,1986,1986,C,6-11,245,"October 31, 1957",Georgia Institute of Technology,/players/j/josepyv01.html,False,False
Kevin Joyce,1974,1976,G,6-3,190,"June 27, 1951",University of South Carolina,/players/j/joyceke01.html,False,False
Butch Joyner,1969,1969,F,6-5,200,"April 26, 1945",Indiana University,/players/j/joynebu01.html,False,False
Jeff Judkins,1979,1983,G-F,6-6,185,"March 23, 1956",University of Utah,/players/j/judkije01.html,False,False
Whitey Kachan,1949,1949,G,6-2,175,"September 15, 1925",DePaul University,/players/k/kachawh01.html,False,False
George Kaftan,1949,1953,F,6-3,190,"February 22, 1928",College of the Holy Cross,/players/k/kaftage01.html,False,False
Ed Kalafat,1955,1957,C-F,6-6,245,"October 13, 1932",University of Minnesota,/players/k/kalafed01.html,False,False
Chris Kaman,2004,2016,C,7-0,265,"April 28, 1982",Central Michigan University,/players/k/kamanch01.html,False,False
Frank Kaminsky,2016,2018,F-C,7-0,242,"April 4, 1993",University of Wisconsin,/players/k/kaminfr01.html,True,False
Enes Kanter,2012,2018,C,6-11,245,"May 20, 1992",,/players/k/kanteen01.html,True,False
Ralph Kaplowitz,1947,1948,G-F,6-2,170,"May 18, 1919",New York University,/players/k/kaplora01.html,False,False
Jason Kapono,2004,2012,F,6-8,213,"February 4, 1981","University of California, Los Angeles",/players/k/kaponja01.html,False,False
Tony Kappen,1947,1947,G,5-10,165,"April 13, 1919",,/players/k/kappeto01.html,False,False
Sergey Karasev,2014,2016,G-F,6-7,208,"October 26, 1993",,/players/k/karasse01.html,False,False
Coby Karl,2008,2010,G,6-5,215,"March 6, 1983",Boise State University,/players/k/karlco01.html,False,False
George Karl,1974,1978,,,,"May 12, 1952",University of North Carolina,/players/k/karlge01.html,False,False
Ed Kasid,1947,1947,G,5-11,185,"August 13, 1923",,/players/k/kasided01.html,False,False
Mario Kasun,2005,2006,C,7-1,260,"April 5, 1980",,/players/k/kasunma01.html,False,False
Leo Katkaveck,1949,1950,G,6-0,185,"April 17, 1923",North Carolina State University,/players/k/katkale01.html,False,False
Bob Kauffman,1969,1975,F-C,6-8,240,"July 13, 1946",Guilford College,/players/k/kauffbo01.html,False,False
Sasha Kaun,2016,2016,C,6-11,260,"May 8, 1985",University of Kansas,/players/k/kaunsa01.html,False,False
Wilbert Kautz,1947,1947,G-F,6-0,180,"September 7, 1915",Loyola University of Chicago,/players/k/kautzwi01.html,False,False
Clarence Kea,1981,1982,F,6-6,218,"February 2, 1959",Lamar University,/players/k/keacl01.html,False,False
Mike Kearns,1955,1955,G,6-2,178,"June 18, 1929",Princeton University,/players/k/kearnmi01.html,False,False
Tommy Kearns,1959,1959,G,5-11,185,"October 6, 1936",University of North Carolina,/players/k/kearnto01.html,False,False
Adam Keefe,1993,2001,F,6-9,230,"February 22, 1970",Stanford University,/players/k/keefead01.html,False,False
Harold Keeling,1986,1986,G,6-4,185,"September 18, 1963",Santa Clara University,/players/k/keeliha01.html,False,False
Bill Keller,1970,1976,G,5-10,177,"August 30, 1947",Purdue University,/players/k/kellebi01.html,False,False
Gary Keller,1968,1969,F-C,6-9,220,"June 13, 1944",University of Florida,/players/k/kellega01.html,False,False
Ken Keller,1947,1947,G,6-1,180,"August 16, 1922",St. John's University,/players/k/kelleke01.html,False,False
Rich Kelley,1976,1986,C-F,7-0,235,"March 23, 1953",Stanford University,/players/k/kelleri01.html,False,False
Clark Kellogg,1983,1987,F,6-7,225,"July 2, 1961",Ohio State University,/players/k/kellocl01.html,False,False
Arvesta Kelly,1968,1972,G,6-2,175,"November 20, 1945",Lincoln University of Missouri,/players/k/kellyar01.html,False,False
Jerry Kelly,1947,1948,F,6-2,172,"June 14, 1918",Marshall University,/players/k/kellyje01.html,False,False
Ryan Kelly,2014,2017,F,6-11,230,"April 9, 1991",Duke University,/players/k/kellyry01.html,True,False
Tom Kelly,1949,1949,G,6-0,170,"March 5, 1924",New York University,/players/k/kellyto01.html,False,False
Greg Kelser,1980,1985,F,6-7,190,"September 17, 1957",Michigan State University,/players/k/kelsegr01.html,False,False
Ben Kelso,1974,1974,G,6-3,195,"April 11, 1949",Central Michigan University,/players/k/kelsobe01.html,False,False
Shawn Kemp,1990,2003,F-C,6-10,230,"November 26, 1969",Trinity Valley Community College,/players/k/kempsh01.html,False,False
Tim Kempton,1987,1998,F-C,6-10,245,"January 25, 1964",University of Notre Dame,/players/k/kemptti01.html,False,False
Frank Kendrick,1975,1975,F,6-6,198,"September 11, 1950",Purdue University,/players/k/kendrfr01.html,False,False
Luke Kennard,2018,2018,G,6-6,206,"June 24, 1996",Duke University,/players/k/kennalu01.html,True,False
D.J. Kennedy,2012,2012,F,6-6,215,"November 5, 1989",St. John's University,/players/k/kennedj01.html,False,False
Goo Kennedy,1972,1977,F-C,6-5,205,"August 23, 1949",Texas Christian University,/players/k/kennego01.html,False,False
Joe Kennedy,1969,1971,F,6-6,210,"January 12, 1947",Duke University,/players/k/kennejo01.html,False,False
Pickles Kennedy,1961,1961,G,5-11,180,"May 17, 1938",Temple University,/players/k/kennepi01.html,False,False
Larry Kenon,1974,1983,F,6-9,205,"December 13, 1952",University of Memphis,/players/k/kenonla01.html,False,False
Billy Kenville,1954,1960,G-F,6-2,187,"December 1, 1930",St. Bonaventure University,/players/k/kenvibi01.html,False,False
Jonathan Kerner,1999,1999,C,6-11,245,"June 6, 1974","Florida State University, East Carolina University",/players/k/kernejo01.html,False,False
Red Kerr,1955,1966,C-F,6-9,230,"July 17, 1932",University of Illinois at Urbana-Champaign,/players/k/kerrre01.html,False,False
Steve Kerr,1989,2003,G,6-3,175,"September 27, 1965",University of Arizona,/players/k/kerrst01.html,False,False
Jack Kerris,1950,1953,F-C,6-6,215,"January 30, 1925",Loyola University of Chicago,/players/k/kerrija01.html,False,False
Jerome Kersey,1985,2001,F,6-7,215,"June 26, 1962",Longwood University,/players/k/kerseje01.html,False,False
Tom Kerwin,1968,1968,F,6-7,210,"July 7, 1944",Centenary College of Louisiana,/players/k/kerwito01.html,False,False
Alec Kessler,1991,1994,F-C,6-11,230,"January 13, 1967",University of Georgia,/players/k/kesslal01.html,False,False
Lari Ketner,2000,2001,F-C,6-9,277,"February 1, 1977",University of Massachusetts Amherst,/players/k/ketnela01.html,False,False
Julius Keye,1970,1975,F-C,6-10,200,"September 5, 1946",Alcorn State University,/players/k/keyeju01.html,False,False
Randolph Keys,1989,1996,F-G,6-7,195,"April 19, 1966",University of Southern Mississippi,/players/k/keysra01.html,False,False
Viktor Khryapa,2005,2008,F,6-9,210,"August 3, 1982",,/players/k/khryavi01.html,False,False
Jason Kidd*,1995,2013,G,6-4,205,"March 23, 1973",University of California,/players/k/kiddja01.html,False,True
Warren Kidd,1994,1994,F,6-9,235,"September 9, 1970",Middle Tennessee State University,/players/k/kiddwa01.html,False,False
Michael Kidd-Gilchrist,2013,2018,F,6-7,232,"September 26, 1993",University of Kentucky,/players/k/kiddgmi01.html,True,False
Irv Kiffin,1980,1980,F,6-9,225,"August 8, 1951",Oklahoma Baptist University,/players/k/kiffiir01.html,False,False
Jack Kiley,1952,1953,G,6-1,170,"January 5, 1929",Syracuse University,/players/k/kileyja01.html,False,False
Earnie Killum,1971,1971,G,6-3,180,"June 11, 1948",Stetson University,/players/k/killuea01.html,False,False
Carl Kilpatrick,1980,1980,C,6-10,230,"May 16, 1956",University of Louisiana at Monroe,/players/k/kilpaca01.html,False,False
Sean Kilpatrick,2015,2018,G,6-4,210,"January 6, 1990",University of Cincinnati,/players/k/kilpase01.html,True,False
Toby Kimball,1967,1975,F-C,6-6,220,"September 7, 1942",University of Connecticut,/players/k/kimbato01.html,False,False
Bo Kimble,1991,1993,G,6-4,190,"April 9, 1966","University of Southern California, Loyola Marymount University",/players/k/kimblbo01.html,False,False
Stan Kimbrough,1990,1993,G,5-11,153,"April 24, 1966","University of Central Florida, Xavier University",/players/k/kimbrst01.html,False,False
Chad Kinch,1981,1981,G,6-4,190,"May 22, 1958",University of North Carolina at Charlotte,/players/k/kinchch01.html,False,False
Albert King,1982,1992,F-G,6-6,190,"December 17, 1959",University of Maryland,/players/k/kingal01.html,False,False
Bernard King*,1978,1993,F,6-7,205,"December 4, 1956",University of Tennessee,/players/k/kingbe01.html,False,True
Chris King,1994,1999,F,6-8,215,"July 24, 1969",Wake Forest University,/players/k/kingch01.html,False,False
Dan King,1955,1955,F,6-6,220,"January 7, 1931",Western Kentucky University,/players/k/kingda01.html,False,False
Frankie King,1996,1997,G,6-1,185,"June 6, 1972",Western Carolina University,/players/k/kingfr01.html,False,False
George King,1952,1958,G,6-0,175,"August 16, 1928",University of Charleston,/players/k/kingge01.html,False,False
Gerard King,1999,2001,F,6-9,230,"November 25, 1972",Nicholls State University,/players/k/kingge02.html,False,False
Jim King,1964,1973,G,6-2,175,"February 7, 1941",University of Tulsa,/players/k/kingji01.html,False,False
Jimmy King,1996,1997,G,6-5,210,"August 9, 1973",University of Michigan,/players/k/kingji02.html,False,False
Loyd King,1972,1973,G,6-2,180,"May 29, 1949",Virginia Polytechnic Institute and State University,/players/k/kinglo01.html,False,False
Maurice King,1960,1963,G,6-2,195,"March 12, 1935",University of Kansas,/players/k/kingma01.html,False,False
Reggie King,1980,1985,F,6-6,225,"February 14, 1957",University of Alabama,/players/k/kingre01.html,False,False
Rich King,1992,1995,C,7-2,260,"April 4, 1969",University of Nebraska,/players/k/kingri01.html,False,False
Ron King,1974,1974,G,6-4,185,"July 11, 1951",Florida State University,/players/k/kingro01.html,False,False
Stacey King,1990,1997,F-C,6-11,230,"January 29, 1967",University of Oklahoma,/players/k/kingst01.html,False,False
Tom King,1947,1947,G,6-0,165,"March 9, 1924",University of Michigan,/players/k/kingto01.html,False,False
Bob Kinney,1949,1950,C-F,6-6,215,"September 16, 1920",Rice University,/players/k/kinnebo01.html,False,False
Tarence Kinsey,2007,2009,G,6-6,185,"March 21, 1984",University of South Carolina,/players/k/kinseta01.html,False,False
Andrei Kirilenko,2002,2015,F,6-9,220,"February 18, 1981",,/players/k/kirilan01.html,False,False
