Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Bill Meyer,1968,1968,G,75,195,"August 30, 1943",Hiram College,/players/m/meyerbi01.html,False,False,7,0.1,,1,0,0,0,0,0.0
Loren Meyer,1996,1999,C,82,257,"December 30, 1972",Iowa State University,/players/m/meyerlo01.html,False,False,140,0.5,1.081375,0,0,0,0,0,0.0
Dave Meyers,1976,1980,F-C,80,215,"April 21, 1953","University of California, Los Angeles",/players/m/meyerda01.html,False,False,281,13.4,4.983,0,0,0,0,0,0.0
Stan Miasek,1947,1953,C-F,77,210,"September 19, 1923",,/players/m/miasest01.html,False,False,365,31.2,10.3,0,0,0,20,0,0.0
Larry Micheaux,1984,1985,F,81,220,"March 24, 1960",University of Houston,/players/m/michela01.html,False,False,96,2.5,1.6126041666666666,0,0,0,0,0,0.0
Jordan Mickey,2016,2018,F,80,235,"July 9, 1994",Louisiana State University,/players/m/mickejo01.html,True,False,64,0.5,0.3195,0,0,0,0,0,0.0
Khris Middleton,2013,2019,F-G,80,222,"August 12, 1991",Texas A&M University,/players/m/middlkh01.html,True,False,423,28.4,6.895875,0,0,0,14,0,0.0
Red Mihalik,1947,1947,G,72,180,"September 22, 1916",,/players/m/mihalre01.html,False,False,7,0.0,0.0,0,0,0,0,0,0.0
Chris Mihm,2001,2009,C,84,265,"July 16, 1979",University of Texas at Austin,/players/m/mihmch01.html,False,False,436,13.3,3.980916666666667,0,0,0,0,0,0.0
Ed Mikan,1949,1954,C-F,80,230,"October 20, 1925",DePaul University,/players/m/mikaned01.html,False,False,323,3.6,2.7,0,0,0,0,0,0.0
George Mikan,1949,1956,C,82,245,"June 18, 1924",DePaul University,/players/m/mikange01.html,False,True,439,108.7,23.4,0,5,4,97,1,0.9990000000000001
Larry Mikan,1971,1971,F,79,210,"April 8, 1948",University of Minnesota,/players/m/mikanla01.html,False,False,53,-0.8,-0.8151666666666667,0,0,0,0,0,0.0
Vern Mikkelsen,1950,1959,F-C,79,230,"October 21, 1928",Hamline University,/players/m/mikkeve01.html,False,True,699,83.4,13.190625000000002,0,4,6,21,1,0.977
Al Miksis,1950,1950,C,79,210,"February 2, 1928",Western Illinois University,/players/m/miksial01.html,False,False,8,0.1,0.1,0,0,0,0,0,0.0
Aaron Miles,2006,2006,G,73,175,"April 13, 1983",University of Kansas,/players/m/milesaa01.html,False,False,19,0.0,-0.036875,0,0,0,0,0,0.0
C.J. Miles,2006,2019,G-F,78,220,"March 18, 1987",,/players/m/milescj01.html,True,False,823,29.4,4.033,0,0,0,0,0,0.0
Darius Miles,2001,2009,F,81,210,"October 9, 1981",,/players/m/milesda01.html,False,False,446,9.5,3.5949375000000003,0,0,0,0,0,0.0
Eddie Miles,1964,1972,G-F,76,195,"July 5, 1940",Seattle University,/players/m/milesed01.html,False,False,605,24.4,6.040666666666667,0,0,1,0,0,0.001
Marko Milic,1998,1999,G-F,78,235,"May 7, 1977",,/players/m/milicma01.html,False,False,44,0.2,0.34637499999999993,0,0,0,0,0,0.0
Darko Milicic,2004,2013,F-C,84,250,"June 20, 1985",,/players/m/milicda01.html,False,False,468,7.1,3.268041666666667,0,1,0,1,0,0.0
Nat Militzok,1947,1947,F,75,195,"May 3, 1923",Cornell University,/players/m/militna01.html,False,False,57,1.7,1.7,0,0,0,0,0,0.0
Andre Miller,2000,2016,G,75,200,"March 19, 1976",University of Utah,/players/m/millean02.html,False,False,1304,100.8,10.265604166666668,0,0,0,50,0,0.003
Anthony Miller,1995,2005,F,81,225,"October 22, 1971",Michigan State University,/players/m/millean01.html,False,False,181,3.8,1.2186875,0,0,0,0,0,0.0
Bill Miller,1949,1949,F,75,190,"November 24, 1924",University of North Carolina,/players/m/millebi01.html,False,False,28,0.0,0.0,0,0,0,0,0,0.0
Bob Miller,1984,1984,F,82,230,"July 9, 1956",University of Cincinnati,/players/m/millebo01.html,False,False,2,0.1,0.06,0,0,0,0,0,0.0
Brad Miller,1999,2012,C,83,244,"April 12, 1976",Purdue University,/players/m/millebr01.html,False,False,868,76.5,10.047166666666667,0,0,2,0,0,0.003
Darius Miller,2013,2019,F,80,225,"March 21, 1990",University of Kentucky,/players/m/milleda01.html,True,False,229,5.3,3.0374999999999996,0,0,0,0,0,0.0
Dick Miller,1981,1981,F,78,215,"April 26, 1958",University of Toledo,/players/m/milledi01.html,False,False,8,-0.1,-0.11262499999999999,0,0,0,0,0,0.0
Eddie Miller,1953,1954,C-F,80,225,"June 18, 1931",Syracuse University,/players/m/milleed01.html,False,False,142,5.1,4.867437499999999,0,0,0,0,0,0.0
Harry Miller,1947,1947,C-F,76,230,"July 28, 1923",University of North Carolina,/players/m/milleha01.html,False,False,53,-0.1,-0.1,0,0,0,0,0,0.0
Jay Miller,1968,1971,F,77,205,"July 19, 1943",University of Notre Dame,/players/m/milleja01.html,False,False,117,1.4,0.9292083333333334,3,0,0,0,0,0.0
Larry Miller,1969,1975,G-F,76,190,"April 4, 1946",University of North Carolina,/players/m/millela01.html,False,False,486,19.5,,7,0,0,0,0,0.0
Malcolm Miller,2018,2018,F,79,210,"March 6, 1993",College of the Holy Cross,/players/m/millema01.html,True,False,15,0.2,0.228375,0,0,0,0,0,0.0
Mike Miller,2001,2017,F-G,80,218,"February 19, 1980",University of Florida,/players/m/millemi01.html,False,False,1032,60.7,7.4182500000000005,0,2,0,0,0,0.001
Oliver Miller,1993,2004,C,81,280,"April 6, 1970",University of Arkansas,/players/m/milleol01.html,False,False,493,21.1,5.283583333333333,0,0,0,3,0,0.0
Quincy Miller,2013,2015,F,81,210,"November 18, 1992",Baylor University,/players/m/millequ01.html,False,False,69,-0.1,-0.027624999999999997,0,0,0,0,0,0.0
Reggie Miller,1988,2005,G-F,79,185,"August 24, 1965","University of California, Los Angeles",/players/m/millere01.html,False,True,1389,174.4,12.507166666666668,0,0,5,20,1,0.311
Walt Miller,1947,1947,F,74,190,"July 30, 1915",Duquesne University,/players/m/millewa01.html,False,False,12,0.3,0.3,0,0,0,0,0,0.0
Chris Mills,1994,2003,F,78,215,"January 25, 1970","University of Kentucky, University of Arizona",/players/m/millsch01.html,False,False,568,37.7,8.841208333333334,0,0,0,4,0,0.001
John Mills,1947,1947,C-F,80,203,"September 7, 1919",Western Kentucky University,/players/m/millsjo01.html,False,False,47,1.4,1.4,0,0,0,0,0,0.0
Patty Mills,2010,2019,G,72,180,"August 11, 1988",Saint Mary's College of California,/players/m/millspa02.html,True,False,573,26.3,5.567187499999999,0,1,0,0,0,0.001
Terry Mills,1991,2001,F,82,230,"December 21, 1967",University of Michigan,/players/m/millste01.html,False,False,678,33.3,6.354791666666667,0,0,0,0,0,0.0
Elijah Millsap,2015,2017,G-F,78,225,"August 12, 1987","University of Louisiana at Lafayette, University of Alabama at Birmingham",/players/m/millsel01.html,True,False,69,0.4,0.385,0,0,0,0,0,0.0
Paul Millsap,2007,2019,F,80,246,"February 10, 1985",Louisiana Tech University,/players/m/millspa01.html,True,False,915,85.5,10.0916875,0,0,4,18,0,0.048
Shake Milton,2019,2019,G,78,207,"September 26, 1996",Southern Methodist University,/players/m/miltosh01.html,True,False,12,0.4,0.3798333333333333,0,0,0,0,0,0.0
Harold Miner,1993,1996,G,77,210,"May 5, 1971",University of Southern California,/players/m/minerha01.html,False,False,200,4.2,2.6594166666666665,0,0,0,0,0,0.0
Yao Ming,2003,2011,C,90,310,"September 12, 1980",,/players/m/mingya01.html,False,True,486,65.9,11.328833333333334,0,0,8,11,1,0.526
Dirk Minniefield,1986,1988,G,75,180,"January 17, 1961",University of Kentucky,/players/m/minnidi01.html,False,False,222,4.1,1.9556875,0,0,0,0,0,0.0
Dave Minor,1952,1953,G-F,74,185,"February 23, 1922","University of California, Los Angeles",/players/m/minorda01.html,False,False,116,3.6,2.582708333333333,0,0,0,0,0,0.0
Greg Minor,1995,1999,G-F,78,210,"September 18, 1971",University of Louisville,/players/m/minorgr01.html,False,False,277,8.2,3.0083750000000005,0,0,0,0,0,0.0
Mark Minor,1973,1973,F,78,215,"May 14, 1950",Ohio State University,/players/m/minorma01.html,False,False,4,0.0,0.03375,0,0,0,0,0,0.0
Nikola Mirotic,2015,2019,F,82,250,"February 11, 1991",,/players/m/mirotni01.html,True,False,305,19.9,5.685625000000001,0,0,0,0,0,0.0
Wat Misaka,1948,1948,G,67,150,"December 21, 1923",University of Utah,/players/m/misakwa01.html,False,False,3,0.0,0.0,0,0,0,0,0,0.0
Jason Miskiri,2000,2000,G,74,175,"August 19, 1975",George Mason University,/players/m/miskija01.html,False,False,1,0.0,-0.0128125,0,0,0,0,0,0.0
Donovan Mitchell,2018,2019,G,75,215,"September 7, 1996",University of Louisville,/players/m/mitchdo01.html,True,False,125,7.4,5.221041666666667,0,0,0,1,0,0.0
Leland Mitchell,1968,1968,G,76,210,"February 22, 1941",Mississippi State University,/players/m/mitchle01.html,False,False,78,0.6,,1,0,0,0,0,0.0
Mike Mitchell,1979,1988,F,79,215,"January 1, 1956",Auburn University,/players/m/mitchmi01.html,False,False,759,50.2,8.28925,0,0,1,31,0,0.002
Murray Mitchell,1950,1950,C,78,,"March 19, 1923",Sam Houston State University,/players/m/mitchmu01.html,False,False,2,0.0,0.0,0,0,0,0,0,0.0
Sam Mitchell,1990,2002,F,78,210,"September 2, 1963",Mercer University,/players/m/mitchsa01.html,False,False,994,41.7,6.1106041666666675,0,0,0,5,0,0.0
Todd Mitchell,1989,1989,F,79,205,"July 26, 1966",Purdue University,/players/m/mitchto01.html,False,False,24,-0.1,0.11333333333333334,0,0,0,0,0,0.0
Tony Mitchell,2014,2014,F,78,216,"August 7, 1989",University of Alabama,/players/m/mitchto03.html,True,False,3,0.1,0.050416666666666665,0,0,0,0,0,0.0
Tony Mitchell,2014,2014,F,80,235,"April 7, 1992",University of North Texas,/players/m/mitchto02.html,True,False,21,0.2,0.24852083333333333,0,0,0,0,0,0.0
Naz Mitrou-Long,2018,2019,G,76,218,"August 3, 1993",Iowa State University,/players/m/mitrona01.html,True,False,7,0.0,0.0565,0,0,0,0,0,0.0
Steve Mix,1970,1983,F,79,215,"December 30, 1947",University of Toledo,/players/m/mixst01.html,False,False,788,57.6,9.37025,1,0,1,13,0,0.002
Bill Mlkvy,1953,1953,F,76,190,"January 19, 1931",Temple University,/players/m/mlkvybi01.html,False,False,31,-1.0,-1.0386666666666666,0,0,0,0,0,0.0
Cuttino Mobley,1999,2009,G,76,190,"September 1, 1975",University of Rhode Island,/players/m/moblecu01.html,False,False,747,52.2,8.130416666666667,0,0,0,6,0,0.001
Eric Mobley,1995,1997,C,83,235,"February 1, 1970",University of Pittsburgh,/players/m/mobleer01.html,False,False,113,1.1,1.3085208333333334,0,0,0,0,0,0.0
Doug Moe,1968,1972,F-G,77,215,"September 21, 1938",University of North Carolina,/players/m/moedo01.html,False,False,378,25.5,,5,0,0,0,0,0.0
Larry Moffett,1978,1978,F,80,210,"November 5, 1954","University of Nevada, Las Vegas",/players/m/moffela01.html,False,False,20,-0.1,-0.09625,0,0,0,0,0,0.0
Leo Mogus,1947,1951,F-C,76,190,"April 13, 1921",Youngstown State University,/players/m/mogusle01.html,False,False,231,21.9,8.0,0,0,0,6,0,0.0
Nazr Mohammed,1999,2016,C,82,221,"September 5, 1977",University of Kentucky,/players/m/mohamna01.html,False,False,1005,34.3,4.631145833333334,0,1,0,0,0,0.0
Jerome Moiso,2001,2005,F-C,82,235,"June 15, 1978","University of California, Los Angeles",/players/m/moisoje01.html,False,False,145,2.1,1.4624166666666667,0,0,0,0,0,0.0
Paul Mokeski,1980,1991,C-F,84,250,"January 3, 1957",University of Kansas,/players/m/mokespa01.html,False,False,694,13.5,3.37025,0,0,0,0,0,0.0
Jack Molinas,1954,1954,F,78,200,"October 31, 1931",Columbia University,/players/m/molinja01.html,False,False,32,3.6,3.5725416666666665,0,0,1,0,0,0.0
Wayne Molis,1967,1968,F,80,230,"April 17, 1943",Lewis University,/players/m/moliswa01.html,False,False,59,1.0,-0.1546875,1,0,0,0,0,0.0
Sidney Moncrief,1980,1991,G,75,180,"September 21, 1957",University of Arkansas,/players/m/moncrsi01.html,False,False,767,90.3,13.409999999999998,0,0,5,9,0,0.499
Eric Money,1975,1980,G,72,170,"February 6, 1955",University of Arizona,/players/m/moneyer01.html,False,False,426,14.8,4.250625,0,0,0,0,0,0.0
Sergei Monia,2006,2006,F,80,220,"April 15, 1983",,/players/m/moniase01.html,False,False,26,-0.2,0.009041666666666667,0,0,0,0,0,0.0
Malik Monk,2018,2019,G,75,200,"February 4, 1998",University of Kentucky,/players/m/monkma01.html,True,False,108,0.4,0.4296875,0,0,0,0,0,0.0
Earl Monroe,1968,1980,G,75,185,"November 21, 1944",Winston-Salem State University,/players/m/monroea01.html,False,True,926,77.4,9.286999999999999,0,1,4,18,1,0.142
Greg Monroe,2011,2019,C-F,83,265,"June 4, 1990",Georgetown University,/players/m/monrogr01.html,True,False,623,49.1,7.472291666666667,0,0,0,5,0,0.0
Rodney Monroe,1992,1992,G,75,185,"April 16, 1968",North Carolina State University,/players/m/monroro01.html,False,False,38,-0.2,-0.2282291666666667,0,0,0,0,0,0.0
Luis Montero,2016,2018,G,79,185,"April 6, 1993",Westchester CC,/players/m/montelu01.html,True,False,14,-0.3,-0.07416666666666667,0,0,0,0,0,0.0
Howie Montgomery,1963,1963,F,77,220,"August 22, 1940",University of Texas-Pan American,/players/m/montgho01.html,False,False,20,0.1,0.13649999999999998,0,0,0,0,0,0.0
Eric Montross,1995,2002,C,84,270,"September 23, 1971",University of North Carolina,/players/m/montrer01.html,False,False,465,8.5,4.0512500000000005,0,0,0,0,0,0.0
Jamario Moon,2008,2012,F,80,205,"June 13, 1980",Meridian Community College,/players/m/moonja01.html,False,False,286,14.3,5.68575,0,0,0,0,0,0.0
Jim Mooney,1953,1953,F,77,215,"July 8, 1930",Villanova University,/players/m/mooneji01.html,False,False,18,0.2,0.20939583333333334,0,0,0,0,0,0.0
Andre Moore,1988,1988,F,81,215,"July 2, 1964",Loyola University of Chicago,/players/m/moorean01.html,False,False,10,0.0,-0.013541666666666667,0,0,0,0,0,0.0
Ben Moore,2018,2018,F,80,220,"May 13, 1995",Southern Methodist University,/players/m/moorebe01.html,True,False,2,0.0,0.013499999999999998,0,0,0,0,0,0.0
E'Twaun Moore,2012,2019,G,76,191,"February 25, 1989",Purdue University,/players/m/mooreet01.html,True,False,506,13.3,4.363875,0,0,0,0,0,0.0
Gene Moore,1969,1975,C-F,81,225,"July 29, 1945",Saint Louis University,/players/m/moorege01.html,False,False,465,24.8,,7,0,0,0,0,0.0
Jackie Moore,1955,1957,F,77,180,"September 24, 1932",La Salle University,/players/m/mooreja01.html,False,False,134,1.3,0.8583333333333333,0,1,0,0,0,0.0
Johnny Moore,1981,1990,G,73,175,"March 3, 1958",University of Texas at Austin,/players/m/moorejo01.html,False,False,520,30.1,7.1706666666666665,0,0,0,48,0,0.001
Larry Moore,1968,1968,F,79,215,,,/players/m/moorela01.html,False,False,12,-0.2,,1,0,0,0,0,0.0
Lowes Moore,1981,1983,G,73,170,"May 5, 1957",West Virginia University,/players/m/moorelo01.html,False,False,112,1.5,1.0837916666666667,0,0,0,0,0,0.0
Mikki Moore,1999,2012,C,83,225,"November 4, 1975",University of Nebraska,/players/m/mooremi01.html,False,False,564,22.5,5.682125,0,0,0,0,0,0.0
Otto Moore,1969,1977,C-F,83,205,"August 27, 1946",University of Texas-Pan American,/players/m/mooreot01.html,False,False,682,24.7,4.9644375,0,0,0,3,0,0.0
Richard Moore,1968,1968,G,74,190,,Hiram Scott College,/players/m/mooreri01.html,False,False,18,0.0,,1,0,0,0,0,0.0
Ron Moore,1988,1988,C,84,260,"January 16, 1962","Salem International University, West Virginia State University",/players/m/moorero01.html,False,False,14,-0.1,-0.005666666666666667,0,0,0,0,0,0.0
Tracy Moore,1992,1997,G-F,76,200,"December 28, 1965",University of Tulsa,/players/m/mooretr01.html,False,False,119,1.8,0.635375,0,0,0,0,0,0.0
Eric Moreland,2015,2019,F-C,82,238,"December 24, 1991",Oregon State University,/players/m/moreler01.html,True,False,79,2.3,2.2640625,0,0,0,0,0,0.0
Jackie Moreland,1961,1970,F-G,79,215,"March 11, 1938",Louisiana Tech University,/players/m/morelja01.html,False,False,582,19.1,2.564979166666667,3,0,0,0,0,0.0
Guy Morgan,1983,1983,G,80,205,"August 23, 1960",Wake Forest University,/players/m/morgagu01.html,False,False,8,-0.1,-0.056541666666666664,0,0,0,0,0,0.0
Rex Morgan,1971,1972,G,77,190,"October 27, 1948",Jacksonville University,/players/m/morgare01.html,False,False,62,0.5,0.4100833333333333,0,0,0,0,0,0.0
Elmore Morgenthaler,1947,1949,C,81,230,"August 3, 1922",New Mexico Institute of Mining and Technology,/players/m/morgeel01.html,False,False,31,0.7,0.5,0,0,0,0,0,0.0
Darren Morningstar,1994,1994,C,82,235,"April 22, 1969","United States Naval Academy, University of Pittsburgh",/players/m/mornida01.html,False,False,23,0.4,0.367,0,0,0,0,0,0.0
Chris Morris,1989,1999,F,80,210,"January 20, 1966",Auburn University,/players/m/morrich01.html,False,False,747,37.4,7.2417083333333325,0,0,0,0,0,0.0
Darius Morris,2012,2015,G,76,190,"January 3, 1991",University of Michigan,/players/m/morrida01.html,False,False,132,-0.3,0.22766666666666668,0,0,0,0,0,0.0
Isaiah Morris,1993,1993,F,80,229,"April 2, 1969",University of Arkansas,/players/m/morriis01.html,False,False,25,0.0,-0.04674999999999999,0,0,0,0,0,0.0
Jaylen Morris,2018,2019,G,77,185,"September 19, 1995",Molloy,/players/m/morrija01.html,True,False,10,-0.1,0.05316666666666667,0,0,0,0,0,0.0
Marcus Morris,2012,2019,F,81,235,"September 2, 1989",University of Kansas,/players/m/morrima03.html,True,False,515,26.0,5.4145,0,0,0,6,0,0.0
Markieff Morris,2012,2019,F,82,245,"September 2, 1989",University of Kansas,/players/m/morrima02.html,True,False,555,23.1,6.4141458333333325,0,0,0,0,0,0.0
Max Morris,1950,1950,F-C,74,195,"March 14, 1925",Northwestern University,/players/m/morrima01.html,False,False,62,4.1,4.1,0,0,0,0,0,0.0
Monte Morris,2018,2019,G,75,175,"June 27, 1995",Iowa State University,/players/m/morrimo01.html,True,False,51,3.6,3.4409375,0,0,0,0,0,0.0
Randolph Morris,2007,2010,C,82,266,"January 2, 1986",University of Kentucky,/players/m/morrira01.html,False,False,74,-0.1,0.27899999999999997,0,0,0,0,0,0.0
Terence Morris,2002,2006,F,81,221,"January 11, 1979",University of Maryland,/players/m/morrite01.html,False,False,139,1.0,0.9216666666666667,0,0,0,0,0,0.0
Adam Morrison,2007,2010,F,80,205,"July 19, 1984",Gonzaga University,/players/m/morriad01.html,False,False,161,-1.4,0.05558333333333334,0,1,0,0,0,0.0
John Morrison,1968,1968,G,74,190,"May 2, 1945",Canisius College,/players/m/morrijo01.html,False,False,9,-0.1,,1,0,0,0,0,0.0
Mike Morrison,1990,1990,G,76,195,"August 16, 1967",Loyola College in Maryland,/players/m/morrimi01.html,False,False,36,-0.3,-0.337875,0,0,0,0,0,0.0
Red Morrison,1955,1958,F-C,80,220,"April 26, 1932",University of Idaho,/players/m/morrire01.html,False,False,155,2.2,1.73825,0,0,0,0,0,0.0
Anthony Morrow,2009,2017,G,77,210,"September 27, 1985",Georgia Institute of Technology,/players/m/morroan01.html,True,False,564,23.2,5.681375,0,0,0,0,0,0.0
Dwayne Morton,1995,1995,F,79,195,"August 8, 1971",University of Louisville,/players/m/mortodw01.html,False,False,41,0.2,0.20572916666666666,0,0,0,0,0,0.0
John Morton,1990,1992,G,75,180,"May 18, 1967",Seton Hall University,/players/m/mortojo01.html,False,False,128,0.5,1.4584583333333334,0,0,0,0,0,0.0
Richard Morton,1989,1989,G,75,190,"February 2, 1966","California State University, Fullerton",/players/m/mortori01.html,False,False,2,0.0,0.015354166666666669,0,0,0,0,0,0.0
Glenn Mosley,1978,1979,F,80,195,"December 26, 1955",Seton Hall University,/players/m/moslegl01.html,False,False,32,0.2,0.3130833333333333,0,0,0,0,0,0.0
Perry Moss,1986,1987,G,74,185,"November 11, 1958",Northeastern University,/players/m/mosspe01.html,False,False,136,0.9,0.58575,0,0,0,0,0,0.0
Lawrence Moten,1996,1998,G,77,185,"March 25, 1972",Syracuse University,/players/m/motenla01.html,False,False,119,0.0,0.5610625,0,0,0,0,0,0.0
Donatas Motiejunas,2013,2017,F-C,84,222,"September 20, 1990",,/players/m/motiedo01.html,True,False,248,7.2,4.668125,0,0,0,0,0,0.0
Johnathan Motley,2018,2019,F,82,230,"May 4, 1995",Baylor University,/players/m/motlejo01.html,True,False,21,0.4,0.308,0,0,0,0,0,0.0
Hanno Mottola,2001,2002,C,83,247,"September 9, 1976",University of Utah,/players/m/mottoha01.html,False,False,155,0.9,0.5426875,0,0,0,0,0,0.0
Arnett Moultrie,2013,2014,F,83,249,"November 18, 1990","University of Texas at El Paso, Mississippi State University",/players/m/moultar01.html,False,False,59,1.7,1.6824583333333332,0,0,0,0,0,0.0
Rick Mount,1971,1975,G,75,175,"January 5, 1947",Purdue University,/players/m/mountri01.html,False,False,283,10.5,,5,0,0,0,0,0.0
Alonzo Mourning,1993,2008,C,82,240,"February 8, 1970",Georgetown University,/players/m/mournal01.html,False,True,838,89.7,12.9385,0,1,7,69,1,0.9309999999999999
Timofey Mozgov,2011,2018,C,85,275,"July 16, 1986",,/players/m/mozgoti01.html,True,False,454,17.7,5.666354166666667,0,1,0,0,0,0.0
Chuck Mrazovich,1951,1951,F,77,185,"February 26, 1924",Eastern Kentucky University,/players/m/mrazoch01.html,False,False,25,0.4,0.4,0,0,0,0,0,0.0
Emmanuel Mudiay,2016,2019,G,77,200,"March 5, 1996",,/players/m/mudiaem01.html,True,False,226,-1.1,0.8417500000000001,0,0,0,0,0,0.0
Erwin Mueller,1967,1974,C-F,80,230,"March 12, 1944",University of San Francisco,/players/m/mueller01.html,False,False,445,9.1,3.471,2,0,0,0,0,0.0
Shabazz Muhammad,2014,2018,F-G,78,223,"November 13, 1992","University of California, Los Angeles",/players/m/muhamsh01.html,True,False,278,8.5,2.6982083333333335,0,0,0,0,0,0.0
Joe Mullaney,1950,1950,G,72,165,"November 17, 1924",College of the Holy Cross,/players/m/mullajo01.html,False,False,37,-0.6,-0.6,0,0,0,0,0,0.0
Bob Mullens,1947,1947,G,73,175,"November 1, 1922",Fordham University,/players/m/mullebo01.html,False,False,54,2.1,2.1,0,0,0,0,0,0.0
Byron Mullens,2010,2014,C,84,275,"February 14, 1989",Ohio State University,/players/m/mulleby01.html,False,False,189,0.6,0.49162500000000003,0,0,0,0,0,0.0
Chris Mullin,1986,2001,F-G,78,200,"July 30, 1963",St. John's University,/players/m/mullich01.html,False,True,986,93.1,12.155,0,0,5,56,1,0.449
Jeff Mullins,1965,1976,G-F,76,190,"March 18, 1942",Duke University,/players/m/mullije01.html,False,False,804,62.8,10.023750000000001,0,1,3,4,0,0.053
Todd Mundt,1996,1996,C,84,250,"May 17, 1970","University of Memphis, Delta State University",/players/m/mundtto01.html,False,False,33,0.1,0.11010416666666667,0,0,0,0,0,0.0
Xavier Munford,2016,2018,G,74,180,"June 1, 1992",University of Rhode Island,/players/m/munfoxa02.html,True,False,20,0.0,0.08641666666666668,0,0,0,0,0,0.0
Chris Munk,1991,1991,F,81,225,"August 5, 1967",University of Southern California,/players/m/munkch01.html,False,False,11,0.0,0.029,0,0,0,0,0,0.0
George Munroe,1947,1948,G,71,170,"January 5, 1922",Dartmouth College,/players/m/munroge01.html,False,False,80,2.9,2.6,0,0,0,0,0,0.0
Eric Murdock,1992,2000,G,73,190,"June 14, 1968",Providence College,/players/m/murdoer01.html,False,False,508,25.6,7.229604166666667,0,0,0,14,0,0.001
Gheorghe Muresan,1994,2000,C,91,303,"February 14, 1971",,/players/m/muresgh01.html,False,False,307,19.0,8.033833333333332,0,0,0,3,0,0.0
Allen Murphy,1976,1977,G,77,190,"July 15, 1952",University of Louisville,/players/m/murphal01.html,False,False,31,-0.1,-0.08587499999999999,1,0,0,0,0,0.0
Calvin Murphy,1971,1983,G,69,165,"May 9, 1948",Niagara University,/players/m/murphca01.html,False,True,1002,84.1,9.253,0,0,1,28,1,0.009000000000000001
Dick Murphy,1947,1947,G,73,175,"March 10, 1921",Manhattan College,/players/m/murphdi01.html,False,False,31,-0.5,-0.1,0,0,0,0,0,0.0
Erik Murphy,2014,2014,F,82,230,"October 26, 1990",University of Florida,/players/m/murpher01.html,False,False,24,-0.1,-0.07104166666666667,0,0,0,0,0,0.0
Jay Murphy,1985,1988,F,81,220,"June 26, 1962",Boston College,/players/m/murphja01.html,False,False,67,-0.5,0.17625,0,0,0,0,0,0.0
John Murphy,1947,1947,F,74,175,"September 13, 1924",,/players/m/murphjo01.html,False,False,20,0.3,0.3,0,0,0,0,0,0.0
Kevin Murphy,2013,2013,G,77,185,"March 6, 1990",Tennessee Technological University,/players/m/murphke01.html,False,False,17,-0.3,-0.2946666666666667,0,0,0,0,0,0.0
Ronnie Murphy,1988,1988,F,77,225,"July 29, 1964",Jacksonville University,/players/m/murphro01.html,False,False,18,-0.2,-0.24104166666666668,0,0,0,0,0,0.0
Tod Murphy,1988,1994,C-F,81,220,"December 24, 1963","University of California, Irvine",/players/m/murphto01.html,False,False,191,8.0,6.076687500000001,0,0,0,0,0,0.0
Troy Murphy,2002,2013,F-C,83,245,"May 2, 1980",University of Notre Dame,/players/m/murphtr01.html,False,False,729,50.3,8.531875000000001,0,0,0,14,0,0.0
Dejounte Murray,2017,2018,G,77,170,"September 19, 1996",University of Washington,/players/m/murrade01.html,True,False,119,3.2,3.1591875,0,0,0,0,0,0.0
Jamal Murray,2017,2019,G,76,207,"February 23, 1997",University of Kentucky,/players/m/murraja01.html,True,False,210,9.6,5.5040625,0,0,0,0,0,0.0
Ken Murray,1951,1955,G-F,74,190,"April 20, 1928",St. Bonaventure University,/players/m/murrake01.html,False,False,181,-0.7,-0.715,0,0,0,0,0,0.0
Lamond Murray,1995,2006,F,79,236,"April 20, 1973",University of California,/players/m/murrala01.html,False,False,736,19.8,4.943083333333333,0,0,0,0,0,0.0
Ronald Murray,2003,2010,G,76,190,"July 29, 1979","Meridian Community College, Shaw University",/players/m/murraro01.html,False,False,487,8.5,3.127083333333333,0,0,0,0,0,0.0
Tracy Murray,1993,2004,F,79,225,"July 25, 1971","University of California, Los Angeles",/players/m/murratr01.html,False,False,659,24.1,6.449020833333335,0,0,0,0,0,0.0
Willie Murrell,1968,1970,F,78,225,"September 13, 1941",Kansas State University,/players/m/murrewi01.html,False,False,228,14.7,,3,0,0,0,0,0.0
Dorie Murrey,1967,1972,F-C,80,215,"September 7, 1943",University of Detroit Mercy,/players/m/murredo01.html,False,False,357,6.5,2.1787500000000004,0,0,0,0,0,0.0
Toure' Murry,2014,2015,G-F,77,195,"November 8, 1989",Wichita State University,/players/m/murryto01.html,False,False,56,-0.1,0.015541666666666667,0,0,0,0,0,0.0
Dzanan Musa,2019,2019,G-F,81,208,"May 8, 1999",,/players/m/musadz01.html,True,False,7,-0.1,-0.09587499999999999,0,0,0,0,0,0.0
Mike Muscala,2014,2019,F-C,83,240,"July 1, 1991",Bucknell University,/players/m/muscami01.html,True,False,286,11.1,3.4017500000000003,0,0,0,0,0,0.0
Angelo Musi,1947,1949,G,69,145,"July 25, 1918",Temple University,/players/m/musian01.html,False,False,161,6.0,3.5,0,1,0,0,0,0.0
Jerrod Mustaf,1991,1994,F-C,82,238,"October 28, 1969",University of Maryland,/players/m/mustaje01.html,False,False,179,1.7,0.8515625,0,0,0,0,0,0.0
